ID,technology,source,source_type,year,type,country,capacity_definition,comment,capacity,energy_source_level_0,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology_level
1991,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2013,"Installed capacity in MW",BE,Unknown,,829,0,0,1,0,0
1992,"Renewable energy sources",EUROSTAT,"Statistical Office",2013,"Installed capacity in MW",BE,Unknown,,6960,0,1,0,0,0
1993,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2013,"Installed capacity in MW",BE,Unknown,,7758,0,0,1,1,1
1994,Total,EUROSTAT,"Statistical Office",2013,"Installed capacity in MW",BE,Unknown,,20968,1,0,0,0,0
1995,"Biomass and biogas",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,209,0,0,0,1,1
1996,"Concentrated solar power",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1997,"Fossil fuels",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,7839,0,1,0,0,0
1998,Geothermal,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1999,Hydro,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,1431,0,0,1,1,0
2000,Marine,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
2001,"Non-renewable waste",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,321,0,0,1,1,1
2002,Nuclear,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,5927,0,1,1,1,1
2003,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,553,0,0,0,1,1
2004,Photovoltaics,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,3027,0,0,0,0,1
2005,"Pumped storage",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
2006,Wind,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,1944,0,0,1,1,0
2007,"Differently categorized solar",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
2008,Solar,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,3027,0,0,1,1,0
2009,"Differently categorized wind",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,1944,0,0,0,0,1
2010,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,762,0,0,1,0,0
2011,"Renewable energy sources",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,7164,0,1,0,0,0
2012,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,7518,0,0,1,1,1
2013,Total,EUROSTAT,"Statistical Office",2014,"Installed capacity in MW",BE,Unknown,,20930,1,0,0,0,0
2014,"Biomass and biogas",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,222,0,0,0,1,1
2015,"Concentrated solar power",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
2016,"Fossil fuels",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,7710,0,1,0,0,0
2017,Geothermal,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
2018,Hydro,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,1422,0,0,1,1,0
2019,Marine,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
2020,"Non-renewable waste",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,319,0,0,1,1,1
2021,Nuclear,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,5913,0,1,1,1,1
2022,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,588,0,0,0,1,1
2023,Photovoltaics,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,3122,0,0,0,0,1
2024,"Pumped storage",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
2025,Wind,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,2176,0,0,1,1,0
2026,"Differently categorized solar",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
2027,Solar,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,3122,0,0,1,1,0
2028,"Differently categorized wind",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,2176,0,0,0,0,1
2029,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,810,0,0,1,0,0
2030,"Renewable energy sources",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,7530,0,1,0,0,0
2031,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,7391,0,0,1,1,1
2032,Total,EUROSTAT,"Statistical Office",2015,"Installed capacity in MW",BE,Unknown,,21153,1,0,0,0,0
2033,"Biomass and biogas",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,222,0,0,0,1,1
2034,"Concentrated solar power",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
2035,"Fossil fuels",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,7759,0,1,0,0,0
2036,Geothermal,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
2037,Hydro,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,1425,0,0,1,1,0
2038,Marine,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
2039,"Non-renewable waste",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,322,0,0,1,1,1
2040,Nuclear,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,5913,0,1,1,1,1
2041,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,561,0,0,0,1,1
2042,Photovoltaics,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,3300,0,0,0,0,1
2043,"Pumped storage",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
2044,Wind,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,2370,0,0,1,1,0
2045,"Differently categorized solar",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
2046,Solar,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,3300,0,0,1,1,0
2047,"Differently categorized wind",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,2370,0,0,0,0,1
2048,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,783,0,0,1,0,0
2049,"Renewable energy sources",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,7878,0,1,0,0,0
2050,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,7437,0,0,1,1,1
2051,Total,EUROSTAT,"Statistical Office",2016,"Installed capacity in MW",BE,Unknown,,21550,1,0,0,0,0
3591,"Biomass and biogas",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,89,0,0,0,1,1
3592,"Concentrated solar power",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3593,"Fossil fuels",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,68330,0,1,0,0,0
3594,Geothermal,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3595,Hydro,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,8182,0,0,1,1,0
3596,Marine,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3597,"Non-renewable waste",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,803,0,0,1,1,1
3598,Nuclear,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,22406,0,1,1,1,1
3599,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,22,0,0,0,1,1
3600,Photovoltaics,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,2,0,0,0,0,1
3601,"Pumped storage",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,4200,0,0,0,0,1
3602,Wind,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,48,0,0,1,1,0
3603,"Differently categorized solar",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3604,Solar,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,2,0,0,1,1,0
3605,"Differently categorized wind",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,48,0,0,0,0,1
3606,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,111,0,0,1,0,0
3607,"Renewable energy sources",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,8343,0,1,0,0,0
3608,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,67527,0,0,1,1,1
3609,Total,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",DE,Unknown,,99079,1,0,0,0,0
3610,"Biomass and biogas",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,89,0,0,0,1,1
3611,"Concentrated solar power",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3612,"Fossil fuels",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,86871,0,1,0,0,0
3613,Geothermal,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3614,Hydro,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,8549,0,0,1,1,0
3615,Marine,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3616,"Non-renewable waste",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,853,0,0,1,1,1
3617,Nuclear,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,22527,0,1,1,1,1
3618,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,43,0,0,0,1,1
3619,Photovoltaics,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,2,0,0,0,0,1
3620,"Pumped storage",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,4516,0,0,0,0,1
3621,Wind,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,110,0,0,1,1,0
3622,"Differently categorized solar",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3623,Solar,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,2,0,0,1,1,0
3624,"Differently categorized wind",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,110,0,0,0,0,1
3625,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,132,0,0,1,0,0
3626,"Renewable energy sources",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,8793,0,1,0,0,0
3627,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,86018,0,0,1,1,1
3628,Total,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",DE,Unknown,,118191,1,0,0,0,0
3629,"Biomass and biogas",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,79,0,0,0,1,1
3630,"Concentrated solar power",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3631,"Fossil fuels",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,83989,0,1,0,0,0
3632,Geothermal,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3633,Hydro,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,8625,0,0,1,1,0
3634,Marine,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3635,"Non-renewable waste",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,875,0,0,1,1,1
3636,Nuclear,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,22605,0,1,1,1,1
3637,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,77,0,0,0,1,1
3638,Photovoltaics,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,6,0,0,0,0,1
3639,"Pumped storage",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,4576,0,0,0,0,1
3640,Wind,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,183,0,0,1,1,0
3641,"Differently categorized solar",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3642,Solar,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,6,0,0,1,1,0
3643,"Differently categorized wind",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,183,0,0,0,0,1
3644,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,156,0,0,1,0,0
3645,"Renewable energy sources",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,8970,0,1,0,0,0
3646,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,83114,0,0,1,1,1
3647,Total,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",DE,Unknown,,115564,1,0,0,0,0
3648,"Biomass and biogas",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,89,0,0,0,1,1
3649,"Concentrated solar power",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3650,"Fossil fuels",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,82668,0,1,0,0,0
3651,Geothermal,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3652,Hydro,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,8693,0,0,1,1,0
3653,Marine,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3654,"Non-renewable waste",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,889,0,0,1,1,1
3655,Nuclear,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,22657,0,1,1,1,1
3656,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,77,0,0,0,1,1
3657,Photovoltaics,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,9,0,0,0,0,1
3658,"Pumped storage",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,4576,0,0,0,0,1
3659,Wind,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,334,0,0,1,1,0
3660,"Differently categorized solar",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3661,Solar,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,9,0,0,1,1,0
3662,"Differently categorized wind",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,334,0,0,0,0,1
3663,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,166,0,0,1,0,0
3664,"Renewable energy sources",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,9202,0,1,0,0,0
3665,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,81779,0,0,1,1,1
3666,Total,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",DE,Unknown,,114527,1,0,0,0,0
3667,"Biomass and biogas",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,89,0,0,0,1,1
3668,"Concentrated solar power",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3669,"Fossil fuels",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,82448,0,1,0,0,0
3670,Geothermal,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3671,Hydro,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,8839,0,0,1,1,0
3672,Marine,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3673,"Non-renewable waste",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,919,0,0,1,1,1
3674,Nuclear,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,22713,0,1,1,1,1
3675,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,79,0,0,0,1,1
3676,Photovoltaics,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,12,0,0,0,0,1
3677,"Pumped storage",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,4628,0,0,0,0,1
3678,Wind,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,643,0,0,1,1,0
3679,"Differently categorized solar",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3680,Solar,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,12,0,0,1,1,0
3681,"Differently categorized wind",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,643,0,0,0,0,1
3682,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,168,0,0,1,0,0
3683,"Renewable energy sources",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,9662,0,1,0,0,0
3684,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,81529,0,0,1,1,1
3685,Total,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",DE,Unknown,,114823,1,0,0,0,0
3686,"Biomass and biogas",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,229,0,0,0,1,1
3687,"Concentrated solar power",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3688,"Fossil fuels",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,83053,0,1,0,0,0
3689,Geothermal,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3690,Hydro,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,8876,0,0,1,1,0
3691,Marine,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3692,"Non-renewable waste",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,1003,0,0,1,1,1
3693,Nuclear,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,22834,0,1,1,1,1
3694,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,79,0,0,0,1,1
3695,Photovoltaics,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,18,0,0,0,0,1
3696,"Pumped storage",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,4528,0,0,0,0,1
3697,Wind,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,1137,0,0,1,1,0
3698,"Differently categorized solar",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3699,Solar,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,18,0,0,1,1,0
3700,"Differently categorized wind",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,1137,0,0,0,0,1
3701,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,308,0,0,1,0,0
3702,"Renewable energy sources",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,10339,0,1,0,0,0
3703,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,82050,0,0,1,1,1
3704,Total,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",DE,Unknown,,116226,1,0,0,0,0
3705,"Biomass and biogas",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,229,0,0,0,1,1
3706,"Concentrated solar power",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3707,"Fossil fuels",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,81192,0,1,0,0,0
3708,Geothermal,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3709,Hydro,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,8940,0,0,1,1,0
3710,Marine,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3711,"Non-renewable waste",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,1097,0,0,1,1,1
3712,Nuclear,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,22910,0,1,1,1,1
3713,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,79,0,0,0,1,1
3714,Photovoltaics,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,28,0,0,0,0,1
3715,"Pumped storage",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,4635,0,0,0,0,1
3716,Wind,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,1564,0,0,1,1,0
3717,"Differently categorized solar",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3718,Solar,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,28,0,0,1,1,0
3719,"Differently categorized wind",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,1564,0,0,0,0,1
3720,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,308,0,0,1,0,0
3721,"Renewable energy sources",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,10840,0,1,0,0,0
3722,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,80095,0,0,1,1,1
3723,Total,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",DE,Unknown,,114942,1,0,0,0,0
3724,"Biomass and biogas",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,229,0,0,0,1,1
3725,"Concentrated solar power",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3726,"Fossil fuels",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,80549,0,1,0,0,0
3727,Geothermal,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3728,Hydro,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,8841,0,0,1,1,0
3729,Marine,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3730,"Non-renewable waste",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,1090,0,0,1,1,1
3731,Nuclear,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,22314,0,1,1,1,1
3732,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,84,0,0,0,1,1
3733,Photovoltaics,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,42,0,0,0,0,1
3734,"Pumped storage",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,4545,0,0,0,0,1
3735,Wind,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,1966,0,0,1,1,0
3736,"Differently categorized solar",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3737,Solar,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,42,0,0,1,1,0
3738,"Differently categorized wind",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,1966,0,0,0,0,1
3739,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,313,0,0,1,0,0
3740,"Renewable energy sources",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,11162,0,1,0,0,0
3741,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,79459,0,0,1,1,1
3742,Total,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",DE,Unknown,,114025,1,0,0,0,0
3743,"Biomass and biogas",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,229,0,0,0,1,1
3744,"Concentrated solar power",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,0,0,0,0,0,1
3745,"Fossil fuels",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,79452,0,1,0,0,0
3746,Geothermal,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3747,Hydro,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,8914,0,0,1,1,0
3748,Marine,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,0,0,0,1,1,1
3749,"Non-renewable waste",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,1232,0,0,1,1,1
3750,Nuclear,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",DE,Unknown,,22314,0,1,1,1,1
